coaster_name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Height restriction,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
Little Dipper (Six Flags Great America),700 ft (210 m),25 mph (40 km/h),Other,,,Wood,Philadelphia Toboggan Coasters,,Junior Coaster,28 ft (8.5 m),0,Chain lift hill,,Single train with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Yukon Territory,0:50,,,Herbert Schmeck,,24 ft (7.3 m),,,,,,,"September 27, 2009",,,,,Must transfer from wheelchair,,,,,,,,1950,,,Wood,,25 mph ,40 km/h,25.0,mph,25.0,28.0,ft,,0,
Big Dipper (Battersea Park),"1,200 m (3,900 ft)",,Battersea Park,Removed,1951,Wood,,,,15 m (49 ft),0,Rope lift,,3 cars. Riders are arranged 2 across in 4 rows for a total of 24 riders per train.,,,,,,,,,,,,,,30 May 1972,,,,,,,,,,,,,1951,51.4794,-0.1569,Wood,1951-01-01,,,,,,15.0,m,49.2,0,
Comet (Waldameer),"1,300 ft (400 m)",25 mph (40 km/h),Waldameer Park,Operating,1951,Wood,Philadelphia Toboggan Coasters,46 in (117 cm),,37 ft (11 m),0,Chain,,,,1:24,,,Herbert Paul Schmeck,,25 ft (7.6 m),,,,Wood,,,,,,,,,,,,,,,,1951,42.1077,-80.1568,Wood,1951-01-01,25 mph ,40 km/h,25.0,mph,25.0,37.0,ft,,0,
Vuoristorata,"960 m (3,150 ft)",60 km/h (37 mph),Linnanmäki,Operating,13 July 1951; 70 years ago,Wood – Side friction,"Linnanmäki, led by Svend Jarlström",140 cm (4 ft 7 in),,24 m (79 ft),0,Cable lift hill,"48 million FIM (1951);[1]1.62 million EUR (in 2021 euros, inflation-adjusted)[2]","4 trains with 4 cars. Riders are arranged 2 across in 3 rows, except for the brakeman's car at the back in 2 rows, for a total of 22 riders per train.",,2:15[4],"1,320 riders per hour",,Valdemar Lebech[3],,,,,,,,,,,,,,,,,,,,,,1951,60.1886,24.9417,Wood,1951-07-13,60 km/h ,37 mph,60.0,km/h,37.3,24.0,m,78.7,0,
Little Dipper (Memphis Kiddie Park),,,Memphis Kiddie Park,Operating,April 1952,Steel,Allan Herschell Company,,Little Dipper,,,Chain lift hill,,,,,,,The Allan Herschell Company,,,,,,,,,,,,,,,,,,,,,,1952,41.4405,-81.7577,Steel,1952-04-01,,,,,,,,,0,
High Speed Thrill Coaster,200 ft (61 m),,Knoebels Amusement Resort,Removed,1955,Steel,,42 in (107 cm),,18 ft (5.5 m),0,Chain lift hill,,,,,,,Overland Amusement Company,,12 ft (3.7 m),,,,Oval,,,2008,,Kozmo's Kurves,,,,,,,,,,,1955,40.8801,-76.5027,Steel,1955-01-01,,,,,,18.0,ft,,0,
Sea Dragon (roller coaster),"1,320 ft (400 m)",25 mph (40 km/h),Rides At Adventure Cove,Operating,1956,Wood,Philadelphia Toboggan Coasters,42 in (107 cm),,37 ft (11 m),0,Chain lift hill,,,,1:30,640 riders per hour,,John C. Allen,45°,,,,,Figure Eight,,,,,,,,,,,,,,,,1956,40.1544,-83.1203,Wood,1956-01-01,25 mph ,40 km/h,25.0,mph,25.0,37.0,ft,,0,
Big Dipper (Camden Park),,,Camden Park,Operating,1958,Other,National Amusement Devices,,,,,,,,,1:40,,,,,,,,,,,,,,,,,,,,,,,,,1958,,,Other,1958-01-01,,,,,,,,,0,
Wild Mouse (Blackpool Pleasure Beach),"1,266 ft (386 m)",35 mph (56 km/h),Blackpool Pleasure Beach,Removed,1958,Wood – Wild Mouse,Blackpool Pleasure Beach,52 in (132 cm),,50 ft (15 m),0,,,,,1min 30sec,,1.8,Frank Wright,,,,,,,,,2017,,,,,,,,,,,,,1958,53.7913,-3.0561,Wood,1958-01-01,35 mph ,56 km/h,35.0,mph,35.0,50.0,ft,,0,1.8
Wooden Roller Coaster (Playland),"2,840 ft (870 m)",80 km/h (50 mph),Playland,Not Currently Operating,1958,Wood,,48 in (122 cm),Twister[1],75 ft (23 m),0,Chain lift hill,"$200,000",2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,"Carl Phare, Walker LeRoy",,67 ft (20 m),,,,,,,,,,Official website,,,,,,,,,,1958,49.2824,-123.0352,Wood,1958-01-01,80 km/h ,50 mph,80.0,km/h,49.7,75.0,ft,,0,
Matterhorn Bobsleds,"2,037 ft (620.9 m)",27 mph (43.5 km/h),Other,Operating,"June 14, 1959",Steel,Arrow Development,42 in (107 cm),Special Coaster Systems,80 ft (24.4 m),0,Chain lift hill,,20 trains with 2 cars. Riders are arranged 1 across in 3 rows for a total of 6 riders per train.,Fantasyland,2:07,,,WED Enterprises,,,,,,Dual-tracked,,,,,,,,Must transfer from wheelchair,Swiss mountain,Single rider line available,,,,,,1959,,,Steel,1959-06-14,27 mph ,43.5 km/h,27.0,mph,27.0,80.0,ft,,0,
Tornado (Wedgewood Village Amusement Park),,,"63rd and N.W. Expressway, Oklahoma City, Oklahoma, U.S.",Closed,,Other,,,,,,,,,,,,,,,,,,,,,,,1955,,,,,,,,,,,,1961,,,Other,,,,,,,,,,0,
Blue Streak (Cedar Point),"2,558 ft (780 m)",40 mph (64 km/h),Cedar Point,Operating,"May 23, 1964",Wood,Philadelphia Toboggan Coasters,48 in (122 cm),,78 ft (24 m),0,Chain lift hill,"$200,000",2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,Main Midway,1:45,"1,400 riders per hour",,Frank F. HooverJohn C. Allen,45°,72 ft (22 m),,Fast Lane available,,Out and Back,,,,,,,,,,,,,,,,1964,41.4799,-82.6826,Wood,1964-05-23,40 mph ,64 km/h,40.0,mph,40.0,78.0,ft,,0,
Jetstream (roller coaster),,,Riverview Park,Removed,1964,Wood,Philadelphia Toboggan Coasters,,,,0,,,,,,,,John C. Allen,,,,,,,,,1967,,,,,,,,,,,,,1964,41.9418,-87.6907,Wood,1964-01-01,,,,,,,,,0,
Montaña Rusa (La Feria Chapultepec Mágico),"4,000 ft (1,200 m)",,La Feria Chapultepec Mágico,Removed,22 October 1964,Wood,National Amusement Devices,,,110 ft (34 m),0,,,,,,,,"Aurel Vaszin, Edward Leis",,80 ft (24 m),,,,,,,28 September 2019,,,,,,,,,,,,,1964,19.4164,-99.1956,Wood,1964-10-22,,,,,,110.0,ft,,0,
Giant Coaster (Fuji-Q Highland),"1,432 m (4,698 ft)",80 km/h (50 mph),Fuji-Q Highland,Removed,1966,Steel,Sansei Technologies,,,40 m (130 ft),0,Chain lift hill,,,,3:20,,,,,,,,,,,,1997,,,,,,,,,,,,,1966,35.487,138.78,Steel,1966-01-01,80 km/h ,50 mph,80.0,km/h,49.7,40.0,m,131.2,0,
Runaway Mine Train (Six Flags Over Texas),"2,400 ft (730 m)",35[1] mph (56 km/h),Six Flags Over Texas,Operating,"July 23, 1966",Steel,Arrow Development,42 in (107 cm),Mine Train,35 ft (11 m),0,Chain,"$1,000,000",,Boomtown,3:10,2010 riders per hour,,,,,,,,,,,,,,,,,,,,,,,,1966,32.7585,-97.0685,Steel,1966-07-23,35 mph ,56 km/h,35.0,mph,35.0,35.0,ft,,0,
Swamp Fox (roller coaster),"2,400 ft (730 m)",50 mph (80 km/h),Family Kingdom Amusement Park,Operating,1966,Wood,Philadelphia Toboggan Coasters,48 in (122 cm),,75 ft (23 m),0,Chain lift hill,,,,,,,John Allen,,65 ft (20 m),,,,Double Out and Back,,,,,,,,,,,,,,,,1966,33.6825,-78.8917,Wood,1966-01-01,50 mph ,80 km/h,50.0,mph,50.0,75.0,ft,,0,
Cannon Ball (roller coaster),"2,272 ft (693 m)",50 mph (80 km/h),Lake Winnepesaukah,Operating,1967,Wood,Philadelphia Toboggan Coasters,48 in (122 cm),,70 ft (21 m),0,Chain lift hill,,2 trains with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,1:32,,,John C. Allen,45°,70 ft (21 m),,,,Out and back,,,,,,,,Must transfer from wheelchair,,,,,,,,1967,,,Wood,1967-01-01,50 mph ,80 km/h,50.0,mph,50.0,70.0,ft,,0,
Dahlonega Mine Train,"2,327 ft (709 m)",29 mph (47 km/h),Six Flags Over Georgia,Operating,"June 16, 1967",Steel – Mine Train,Arrow Dynamics,42 in (107 cm),Mine Train,37 ft (11 m),,Three chain lift hills,,5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Peachtree Square,2:51,2200 riders per hour,,,45°,,,,,Terrain,,,,,,,Flash Pass Available,,,,,,,,,1967,33.7676,-84.5519,Steel,1967-06-16,29 mph ,47 km/h,29.0,mph,29.0,37.0,ft,,0,
Alpine Sleigh Ride,,,Other,Removed,"June 1, 1968",Other,,,,,,,,,,,,,,,,,,,,,,1983,,Batman The Escape,,,,,,,,,,,1968,,,Other,1968-06-01,,,,,,,,,0,
Thunderbolt (Kennywood),"3,250 ft (990 m)",55 mph (89 km/h),Kennywood,Operating,1968,Wood,,52 in (132 cm),,70 ft (21 m),0,Chain lift hill,,3 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,1:41,,,Andy Vettel (1968)John A. Miller (1924),,90 ft (27 m),,,Pippin,Terrain,,,,,,Official website,,,,,,,,,,1968,40.3889,-79.865,Wood,1968-01-01,55 mph ,89 km/h,55.0,mph,55.0,70.0,ft,,0,
Cedar Creek Mine Ride,"2,540 ft (770 m)",42 mph (68 km/h),Cedar Point,Operating,"May 24, 1969",Steel – Mine Train,Arrow Development,48 in (122 cm),Mine Train,48 ft (15 m),0,Two Chain lift hills,,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Frontier Town,2:50,2400 riders per hour,,Ron Toomer,,,,,,,,,,,,,,,,,,,,,,1969,41.4847,-82.6904,Steel,1969-05-24,42 mph ,68 km/h,42.0,mph,42.0,48.0,ft,,0,
Mini Mine Train (Six Flags Over Texas),,,"Arlington, Texas, U.S.",Operating,,Other,,,,,,,,,,,,,,,,,,,,,,,"August 4, 1961",,Official website,,,,,,,,,,1969,32.7557,-97.0702,Other,,,,,,,,,,0,
Serpent (roller coaster),810 ft (250 m),14 mph (23 km/h),Six Flags AstroWorld,Removed,1969,Steel,Arrow Dynamics,36 in (91 cm),Mine Train,20 ft (6.1 m),0,Chain lift hill,,,,1:29,500 riders per hour,,,,,,,,,,,"October 30, 2005",,,,,,,,,,,,,1969,29.676,-95.407,Steel,1969-01-01,14 mph ,23 km/h,14.0,mph,14.0,20.0,ft,,0,
Daidarasaurus,"2,340 m (7,680 ft)",72 km/h (45 mph),Expoland,Removed,1970,Steel – Dueling,Sansei Technologies,,,28 m (92 ft),0,Two chain lift hills,,,,6:33,,,,,,,,,,,,"December 9, 2007",,,,,,,,,,,,,1970,34.8044,135.5359,Steel,1970-01-01,72 km/h ,45 mph,72.0,km/h,44.7,28.0,m,91.9,0,
Galaxi,,,Other,In Production,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lap Bar,,,,,1970,,,Other,,,,,,,,,,0,
Jet Star (Casino Pier),"1,765.1 ft (538.0 m)",31.1 mph (50.1 km/h),Casino Pier,Removed,1970,Steel,Anton Schwarzkopf,,Jet Star,44.3 ft (13.5 m),,,,,,,,,,,,,,,,,,2000,,Star Jet,,,,,,,,,,,1970,39.9426,-74.0692,Steel,1970-01-01,31.1 mph ,50.1 km/h,31.1,mph,31.1,44.3,ft,,0,
Wildcat (Jolly Roger Amusement Park),,,Other,,,Steel,Anton Schwarzkopf,,Wildcat/65m,,0,Chain lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,,,Steel,,,,,,,,,,0,
Gold Rusher,"2,590 ft (790 m)",35 mph (56 km/h),Six Flags Magic Mountain,Operating,"May 29, 1971",Steel – Mine Train,Arrow Development,48 in (122 cm),Mine Train,70 ft (21 m),0,Chain lift hill,"$1,200,000 USD",4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,The Movie District,2:30,1750 riders per hour,3.4,Ron Toomer,3°,35 ft (11 m),,,,Terrain,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,,1971,34.424,-118.5985,Steel,1971-05-29,35 mph ,56 km/h,35.0,mph,35.0,70.0,ft,,0,3.4
Magic Flyer (roller coaster),350 ft (110 m),10 mph (16 km/h),Other,,,Steel – Kiddie,Bradley and Kaye,,Little Dipper,10 ft (3.0 m),0,Chain lift hill,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Whistlestop Park,0:30,360 riders per hour,2.1,Chance Rides,1°,,,,,Oval,,,1970,,,,,,,,,,,,,1971,,,Steel,,10 mph ,16 km/h,10.0,mph,10.0,10.0,ft,,0,2.1
River King Mine Train,"2,500 ft (760 m)",37 mph (60 km/h),Six Flags St. Louis,Operating,"June 5, 1971",Steel – Mine Train,Arrow Dynamics,42 in (107 cm),Mine Train,32 ft (9.8 m),0,,,5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Gateway to the West,3:00,1800 riders per hour,,,,41 ft (12 m),,,,,,,,,,,Flash Pass Available,,,,,,,,,1971,38.5155,-90.6738,Steel,1971-06-05,37 mph ,60 km/h,37.0,mph,37.0,32.0,ft,,0,
Excalibur (Six Flags AstroWorld),"2,637 ft (804 m)",46 mph (74 km/h),Six Flags AstroWorld,Removed,1972,Steel – Mine Train,Arrow Dynamics,,Mine Train,88 ft (27 m),0,Chain lift hill,,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,2:51,,,,,80 ft (24 m),,,,,,,1998,,,,,,,,,,,,,1972,29.675,-95.407,Steel,1972-01-01,46 mph ,74 km/h,46.0,mph,46.0,88.0,ft,,0,
Fire in the Hole (Silver Dollar City),"1,380 ft (420 m)",27 mph (43 km/h),Silver Dollar City,Operating,1972,Steel – Enclosed,Herschend Family Entertainment,36 in (91 cm),,,0,"Trains are powered, propelling themselves on uphill sections. Trains then freely roll over drops. Tires embedded in the track also move trains through certain sections.",,2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Hugo's Hill Street,3:15,1000 riders per hour,,Herschend Enterprises,,20 ft (6.1 m),,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,1972,36.6703,-93.3407,Steel,1972-01-01,27 mph ,43 km/h,27.0,mph,27.0,,,,0,
Jumbo Jet (Cedar Point),,,Other,,,Steel,Anton Schwarzkopf,,Jet Star 3 / Jumbo Jet,56 ft (17 m),0,Electric spiral lift,,,,,,,Werner Stengel,,,,,,,,,,,WildCat,,,,,,,,,,,1972,,,Steel,,,,,,,56.0,ft,,0,
The Racer (Kings Island),"3,415 ft (1,040.9 m)",53 mph (85.3 km/h),Other,Operating,"April 29, 1972",Wood – Racing,Philadelphia Toboggan Coasters,48 in (122 cm),,88 ft (26.8 m),0,Chain,"$1,200,000",4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Coney Mall,2:00,2640 riders per hour,,John C. Allen,45°,82.17 ft (25.0 m),,Fast Lane available,,Out and back,,,,,,,,,,,,,,,,1972,39.3437,-84.2647,Wood,1972-04-29,53 mph ,85.3 km/h,53.0,mph,53.0,88.0,ft,,0,
Rock n' Roller Coaster (Opryland),"2,000 ft (610 m)",45 mph (72 km/h),Other,,,Steel – Mine Train,Arrow Development,42 in (107 cm),Mine Train,56 ft (17 m),0,Chain lift hill,,,,2 min. 30 sec.,,,,,,,,,,,,1997,,,,,,,,,,,,,1972,,,Steel,,45 mph ,72 km/h,45.0,mph,45.0,56.0,ft,,0,
Scooby-Doo (Kings Island),"1,350 ft (410 m)",35 mph (56 km/h),Kings Island,Operating,1972,Wood,Philadelphia Toboggan Coasters,40 in (102 cm),,38.6 ft (11.8 m),0,Chain lift hill,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Planet Snoopy,1:30,1200 riders per hour,,John C. Allen,,30 ft (9.1 m),,,,Figure Eight,,,,,,,,Must transfer from wheelchair,,,,,,,,1972,39.3432,-84.2693,Wood,1972-01-01,35 mph ,56 km/h,35.0,mph,35.0,38.6,ft,,0,
Toboggan (Hersheypark),450 ft (140 m),,Hersheypark,Removed,1972,Steel,Chance Rides,,Toboggan,45 ft (14 m),,Vertical chain lift hill,,,,,,,Chance Rides,,,,,,Steel,,,1977,,,,,,,,,,,,,1972,40.2866,-76.6561,Steel,1972-01-01,,,,,,45.0,ft,,0,
Carolina Goldrusher,"2,397 ft (731 m)",30 mph (48 km/h),Carowinds,Operating,"March 31, 1973",Steel,Arrow Dynamics,48 in (122 cm),Mine Train,43 ft (13 m),0,Two chain lift hills,,,Carolina Boardwalk,2:17,"2,000 riders per hour",2.4,Ron Toomer,,34 ft (10 m),,Fast Lane available,,,,,,,,,,,,,,,,,,1973,,,Steel,1973-03-31,30 mph ,48 km/h,30.0,mph,30.0,43.0,ft,,0,2.4
Great American Scream Machine (Six Flags Over Georgia),"3,800 ft (1,200 m)",57 mph (92 km/h),Six Flags Over Georgia,Operating,"March 31, 1973",Wood,Philadelphia Toboggan Coasters,42 in (107 cm),,105 ft (32 m),0,Chain Lift,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:00,1200 riders per hour,3.7,"Don Rosser, John C. Allen, William Cobb",45°,89 ft (27 m),,,,Out-and-back,,,,,,,Flash Pass Available,,,,,,,,,1973,33.7658,-84.5514,Wood,1973-03-31,57 mph ,92 km/h,57.0,mph,57.0,105.0,ft,,0,3.7
Schussboomer,"1,509.2 ft (460.0 m)",,Worlds of Fun,Removed,"May 26, 1973",Steel – Wild Mouse,Anton Schwarzkopf,,Wildcat - 54m,44.3 ft (13.5 m),0,,,10 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,,900 riders per hour,,Werner Stengel,,,,,,,,,1984,,,,,,,,,,,,,1973,39.1773,-94.489,Steel,1973-05-26,,,,,,44.3,ft,,0,
Big Fury,,,Six Flags Great Adventure,Removed,1974,Steel,Pinfari,,Z64,,,,,,Movietown,,,,Pinfari,,,,,,Pinfari,,,1977,,Wild Rider,,,,,,,,,,,1974,40.138,-74.441,Steel,1974-01-01,,,,,,,,,0,
Mini-Comet,,,Hersheypark,Removed,"May 10, 1974",Steel – Kiddie,B.A. Schiff & Associates,,Trailer,4.57 m (15.0 ft),0,Chain lift hill,,Single train with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,,,,,Ben Schiff,,2.44 m (8.0 ft),,,"Carrousel (relocated within park, 1972)",Oval,,,"October 1, 1978",,,,,,,,,,,,,1974,40.288,-76.657,Steel,1974-05-10,,,,,,4.57,m,15.0,0,
Runaway Mine Train (Six Flags Great Adventure),,,"Jackson, New Jersey, United States",Operating,,Other,,,,,,,,,,,,,,,,,,,,,,,"July 1, 1974",,Six Flags Great Adventure,,,,,,,,,,1974,40.1377,-74.4405,Other,,,,,,,,,,0,
Scooby-Doo (Kings Dominion),"1,385 ft (422 m)",35 mph (56 km/h),Kings Dominion,Operating,1974,Wood,Philadelphia Toboggan Coasters,40 in (102 cm),,35 ft (11 m),0,,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Planet Snoopy,1:40,1200 riders per hour,,John C. Allen,,30 ft (9.1 m),,,,,,,,,,,,,,,,,,,,1974,37.8405,-77.4422,Wood,1974-01-01,35 mph ,56 km/h,35.0,mph,35.0,35.0,ft,,0,
Trailblazer (roller coaster),"1,600 ft (490 m)",35 mph (56 km/h),Hersheypark,Operating,May 14 1974,Steel,Arrow Development,36 in (91 cm),Mine train,43 ft (13 m),0,Chain lift hill,,,Pioneer Frontier,1:15,1125 riders per hour,,,,,,,,,,,,,,,,,,,,,,,,1974,40.2892,-76.6535,Steel,1974-05-14,35 mph ,56 km/h,35.0,mph,35.0,43.0,ft,,0,
Corkscrew (Knott's Berry Farm),"1,250 ft (380 m)",46 mph (74 km/h),Other,,,Steel,Arrow Development,48 in (122 cm),Corkscrew,72 ft (22 m),2,Chain lift hill,,,,1:15,600 riders per hour,,Ron Toomer,,62 ft (19 m),,,,,,,1989,,Boomerang,,,,,,,,,,,1975,,,Steel,,46 mph ,74 km/h,46.0,mph,46.0,72.0,ft,,2,
Glissade (roller coaster),,,Busch Gardens Williamsburg,Removed,1975,Steel,Anton Schwarzkopf,,Jet Star 3 / Jumbo Jet,,0,Electric Spiral Lift,,,,,,,,,,,,,,,,1985,,,,,,,,,,,,,1975,37.235,-76.644,Steel,1975-01-01,,,,,,,,,0,
Racer 75,"3,368.5 ft (1,026.7 m)",56 mph (90.1 km/h),Other,Operating,"May 3, 1975[1]",Wood – Racing,Philadelphia Toboggan Coasters,48 in (122 cm),,85 ft (25.9 m),0,Chain,,4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Candy Apple Grove,2:15,1200 riders per hour,4.2,John C. Allen,50°,81 ft (24.7 m),,,,Out and back,,,,,,,,,,,,,,,,1975,37.8371,-77.4449,Wood,1975-05-03,56 mph ,90.1 km/h,56.0,mph,56.0,85.0,ft,,0,4.2
Rockin' Roller,,,Six Flags St. Louis,Removed,1975,Steel,Bradley and Kaye,,Junior Coaster,,0,Chain lift hill,,3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,,,,,,,,,,,,2006,,,,,,,,,,,,,1975,38.5128,-90.675,Steel,1975-01-01,,,,,,,,,0,
Scooby-Doo (Carowinds),"1,356 ft (413 m)",36 mph (58 km/h),Carowinds,Operating,1975,Wood,Philadelphia Toboggan Coasters,40 in (102 cm),144a,40 ft (12 m),0,Chain Lift,,,Camp Snoopy,1:00,1250 riders per hour,,John C. Allen,,35 ft (11 m),,,,,,,,,,,,,,,,,,,,1975,35.101,-80.9394,Wood,1975-01-01,36 mph ,58 km/h,36.0,mph,36.0,40.0,ft,,0,
Space Mountain (Magic Kingdom),"3,196 ft (974.1 m)",27 mph (43.5 km/h),Other,Operating,"January 15, 1975",Steel – Dual-tracked – Enclosed,Arrow Development,44 in (112 cm),Special Coaster Systems,90 ft (27.4 m),0,,,30 trains with 2 cars. Riders are arranged 1 across in 3 rows for a total of 6 riders per train.,Tomorrowland,2:30,,3.7,WED Enterprises,,26 ft (7.9 m),,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,1975,28.4192,-81.5772,Steel,1975-01-15,27 mph ,43.5 km/h,27.0,mph,27.0,90.0,ft,,0,3.7
Wabash Cannonball (roller coaster),"1,250 ft (380 m)",50 mph (80 km/h),Opryland USA,Removed,1975,Steel,Arrow Development,48 in (122 cm),Steel Corkscrew coaster,70 ft (21 m),2,Chain lift hill,,,State Fair,1:10,480 riders per hour,,Ron Toomer,,,,,,Custom,,,1997,,,,,,,,,,,,,1975,36.2089,-86.6984,Steel,1975-01-01,50 mph ,80 km/h,50.0,mph,50.0,70.0,ft,,2,
Alpen Blitz,"1,800 ft (550 m)",10 mph (16 km/h),Six Flags Great Adventure,Removed,1976,Steel,Anton Schwarzkopf,44 in (112 cm),Alpenblitz II,16 ft (4.9 m),,,,,,0:22,,1,Werner Stengel,,2 ft (0.61 m),,,Jumbo Jet,,,,1978,,Haunted Castle,,,,,,,,,,,1976,40.1371,-74.4411,Steel,1976-01-01,10 mph ,16 km/h,10.0,mph,10.0,16.0,ft,,0,1.0
Corkscrew (Cedar Point),"2,050 ft (620 m)",48 mph (77 km/h),Cedar Point,Operating,"May 15, 1976",Steel,Arrow Development,48 in (122 cm),Custom Looping Coaster,85 ft (26 m),3,,"$1,750,000 USD",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Gemini Midway,2:00,"1,800 riders per hour",,Ron Toomer,45°,65 ft (20 m),,Fast Lane available,,Out and back,,,,,,,,,,,,,,,,1976,41.4836,-82.6853,Steel,1976-05-15,48 mph ,77 km/h,48.0,mph,48.0,85.0,ft,,3,
Demon (roller coaster),"2,130 ft (650 m)",50 mph (80 km/h),Other,,,Steel,Arrow Dynamics,42 or 48 in (107 or 122 cm),Custom Looping Coaster,102 ft (31 m),4,Chain lift hill,,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:45,1300 riders per hour,,,54°,90 ft (27 m),,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,1976,,,Steel,,50 mph ,80 km/h,50.0,mph,50.0,102.0,ft,,4,
Extremeroller,"1,250 ft (380 m)",50 mph (80 km/h),Worlds of Fun,Removed,1976,Steel,Arrow Dynamics,,Corkscrew,70 ft (21 m),2,,,,America,1:10,"1,800 riders per hour",,,55°,,,,,,,,1988,,Timber Wolf,,,,,,,,,,,1976,39.1728,-94.4892,Steel,1976-01-01,50 mph ,80 km/h,50.0,mph,50.0,70.0,ft,,2,
Gulf Coaster,,,Other,,,Steel,Allan Herschell Company,,Little Dipper,,0,,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,,,,,,,,,,,,,,Southern Cross,,,,,,,,,,,1976,,,Steel,,,,,,,,,,0,
High Roller (Valleyfair),"2,982 ft (909 m)",50 mph (80 km/h),Valleyfair,Operating,1976,Wood,Rauenhorst Corporation,48 in (122 cm),wood out-and-back,70 ft (21 m),0,chain lift hill,,2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,1:45,"1,150 riders per hour",3.2,National Amusement Devices,52°,56 ft (17 m),,Fast Lane available,,Out and Back,,,,,,,,,,,,,,,,1976,44.8006,-93.4578,Wood,1976-01-01,50 mph ,80 km/h,50.0,mph,50.0,70.0,ft,,0,3.2
Jet Star 2 (Lagoon),"1,913.3 ft (583.2 m)",,Lagoon Amusement Park,Operating,1976,Steel,Anton Schwarzkopf,50 in (127 cm),Jet Star 2,44.3 ft (13.5 m),0,,"$500,000",Single train with a single car. Riders are arranged 1 across in 6 rows for a total of 6 riders per train.,North Midway,,,,,,,,,,,,,,,,,,,,,,,,,,1976,40.9869,-111.8936,Steel,1976-01-01,,,,,,44.3,ft,,0,
Jumbo Jet (Morey's Piers),"2,854 ft (870 m)",50 mph (80 km/h),Morey's Piers,Removed,1976,Steel,Anton Schwarzkopf,,Jet Star 3 / Jumbo Jet,56 ft (17 m),0,Electric spiral lift,"$400,000",,,2:23,"1,200 riders per hour",,Ing.-Büro Stengel GmbH,,,,,,,,,1987,,Jet Star,,,,,,,,,,,1976,38.986,-74.809,Steel,1976-01-01,50 mph ,80 km/h,50.0,mph,50.0,56.0,ft,,0,
Lil' Thunder,199 ft (61 m),5 mph (8.0 km/h),Six Flags Great Adventure,Removed,1976,Steel,Molina & Sons,20 in (51 cm),Little Dipper,9 ft (2.7 m),,,,,,0:27,,,,,3 ft (0.91 m),,,,,,,1983,,,,,,,,,,,,,1976,40.138,-74.44,Steel,1976-01-01,5 mph ,8.0 km/h,5.0,mph,5.0,9.0,ft,,0,
Mild Thing,,,Valleyfair,Removed,1976,Steel – Junior,Allan Herschell Company,,,,,Chain lift hill,,,,,450 riders per hour,,,,,,,,,,,2010,,,,,,,,,,,,,1976,44.7996,-93.4575,Steel,1976-01-01,,,,,,,,,0,
